year,genre,share,track_count,is_forecast,lower,upper
2005.25,Rock,0.3056,8,False,,
2005.5,Rock,0.3953,19,False,,
2006.0,Rock,0.4532,26,False,,
2006.25,Rock,0.4004,17,False,,
2006.5,Rock,0.3018,4,False,,
2006.75,Rock,0.2525,15,False,,
2007.0,Rock,0.3151,19,False,,
2007.25,Rock,0.2598,19,False,,
2007.5,Rock,0.285,2,False,,
2007.75,Rock,0.1974,12,False,,
2008.0,Rock,0.1795,6,False,,
2008.25,Rock,0.0663,1,False,,
2008.5,Rock,0.108,1,False,,
2008.75,Rock,0.153,12,False,,
2009.0,Rock,0.1771,10,False,,
2009.25,Rock,0.2166,3,False,,
2009.5,Rock,0.2184,21,False,,
2009.75,Rock,0.2048,7,False,,
2010.0,Rock,0.107,8,False,,
2010.25,Rock,0.0633,3,False,,
2010.5,Rock,0.042,1,False,,
2010.75,Rock,0.0421,1,False,,
2011.0,Rock,0.1374,7,False,,
2011.25,Rock,0.1389,9,False,,
2011.5,Rock,0.1302,1,False,,
2011.75,Rock,0.0339,3,False,,
2012.0,Rock,0.0717,3,False,,
2012.25,Rock,0.1866,4,False,,
2012.5,Rock,0.182,13,False,,
2012.75,Rock,0.1544,1,False,,
2013.0,Rock,0.1625,5,False,,
2013.25,Rock,0.297,23,False,,
2013.5,Rock,0.2918,19,False,,
2013.75,Rock,0.1565,2,False,,
2014.0,Rock,0.0317,1,False,,
2014.25,Rock,0.0375,2,False,,
2014.5,Rock,0.0401,3,False,,
2014.75,Rock,0.0787,2,False,,
2015.0,Rock,0.0693,9,False,,
2015.25,Rock,0.0883,1,False,,
2015.5,Rock,0.0381,4,False,,
2015.75,Rock,0.102,1,False,,
2016.0,Rock,0.0818,8,False,,
2016.25,Rock,0.1,2,False,,
2016.5,Rock,0.0484,5,False,,
2016.75,Rock,0.0516,3,False,,
2017.25,Rock,0.0739,3,False,,
2017.75,Rock,0.0667,9,False,,
2018.25,Rock,0.068,5,False,,
2018.5,Rock,0.0276,3,False,,
2018.75,Rock,0.0236,1,False,,
2019.0,Rock,0.0241,2,False,,
2019.5,Rock,0.0323,3,False,,
2019.75,Rock,0.0279,3,False,,
2020.0,Rock,0.0366,1,False,,
2020.25,Rock,0.0326,3,False,,
2020.5,Rock,0.0342,2,False,,
2020.75,Rock,0.0207,2,False,,
2021.25,Rock,0.0171,1,False,,
2021.75,Rock,0.0217,1,False,,
2022.0,Rock,0.0238,1,False,,
2022.5,Rock,0.0268,2,False,,
2023.0,Rock,0.0189,2,False,,
2023.25,Rock,0.0157,1,False,,
2024.0,Rock,0.0119,1,False,,
2024.25,Rock,0.0226,1,False,,
2024.5,Rock,0.0281,3,False,,
2025.25,Rock,0.0275,2,False,,
2025.5,Rock,0.0259,1,False,,
2025.75,Rock,0.0237,1,False,,
2026.0,Pop,0.3734,0,True,0.0362,0.8789
2026.0,Hip-Hop,0.0871,0,True,0.0105,0.4565
2026.0,Rock,0.0037,0,True,0.0001,0.0863
2026.0,Electronic,0.371,0,True,0.0169,0.9228
2026.0,R&B,0.0848,0,True,0.0059,0.5784
2026.0,Latin,0.0182,0,True,0.0008,0.2922
2026.0,Country,0.0592,0,True,0.003,0.561
2026.0,Jazz,0.001,0,True,0.0001,0.0121
2026.0,Classical,0.0017,0,True,0.0001,0.0193
2027.0,Pop,0.3611,0,True,0.036,0.818
2027.0,Hip-Hop,0.0647,0,True,0.0076,0.3698
2027.0,Rock,0.0026,0,True,0.0001,0.0611
2027.0,Electronic,0.4241,0,True,0.0225,0.8651
2027.0,R&B,0.0791,0,True,0.0055,0.537
2027.0,Latin,0.0162,0,True,0.0007,0.2631
2027.0,Country,0.0499,0,True,0.0025,0.4972
2027.0,Jazz,0.0008,0,True,0.0001,0.0099
2027.0,Classical,0.0015,0,True,0.0001,0.0172
2028.0,Pop,0.3482,0,True,0.0356,0.7607
2028.0,Hip-Hop,0.0472,0,True,0.0055,0.2926
2028.0,Rock,0.0018,0,True,0.0001,0.0427
2028.0,Electronic,0.4712,0,True,0.0303,0.8077
2028.0,R&B,0.0735,0,True,0.0052,0.4977
2028.0,Latin,0.0144,0,True,0.0006,0.2361
2028.0,Country,0.0417,0,True,0.0021,0.4381
2028.0,Jazz,0.0007,0,True,0.0001,0.0081
2028.0,Classical,0.0013,0,True,0.0001,0.0152
2029.0,Pop,0.3367,0,True,0.0354,0.7109
2029.0,Hip-Hop,0.034,0,True,0.0039,0.227
2029.0,Rock,0.0012,0,True,0.0,0.0296
2029.0,Electronic,0.5101,0,True,0.0412,0.7562
2029.0,R&B,0.0686,0,True,0.0048,0.4634
2029.0,Latin,0.0128,0,True,0.0006,0.2124
2029.0,Country,0.0349,0,True,0.0017,0.3859
2029.0,Jazz,0.0006,0,True,0.0,0.0066
2029.0,Classical,0.0012,0,True,0.0001,0.0136
2030.0,Pop,0.328,0,True,0.0354,0.6706
2030.0,Hip-Hop,0.0243,0,True,0.0028,0.1732
2030.0,Rock,0.0008,0,True,0.0,0.0205
2030.0,Electronic,0.5402,0,True,0.0569,0.7134
2030.0,R&B,0.0644,0,True,0.0045,0.4352
2030.0,Latin,0.0115,0,True,0.0005,0.1924
2030.0,Country,0.0292,0,True,0.0014,0.3411
2030.0,Jazz,0.0005,0,True,0.0,0.0054
2030.0,Classical,0.0011,0,True,0.0001,0.0122
