artist_id,artist_name,country,region,collaborator_id,collaborator_name,collab_country,collab_region,collaboration_count,year
2ef03689-8460-427f-9261-26ab4e276072,Andy Tielman,NL,Europe,54106a3d-0ee6-42eb-86af-1a9db59ea9cc,The Tielman Brothers,NL,Europe,1,1998
6be2828f-6c0d-4059-99d4-fa18acf1a296,Janet Jackson,US,North America,d72d000b-b860-44f4-9ac1-5d82e3fff9a9,Blackstreet,US,North America,2,1998
56cd15a1-0d74-438b-8244-c96ffe1cae03,Barbra Streisand,US,North America,eea8a864-fcda-4602-9569-38ab446decd6,Louis Armstrong,US,North America,1,1991
321af613-fa72-4d9e-9a39-2382e67fe018,LeMicah Levert,US,North America,9363bf34-2bc4-471e-b6c9-9e8aac379551,Gerald Levert,US,North America,1,1998
89933299-e8e8-475d-9ff4-100accfcb298,Layzie Bone,US,North America,9363bf34-2bc4-471e-b6c9-9e8aac379551,Gerald Levert,US,North America,1,1998
9363bf34-2bc4-471e-b6c9-9e8aac379551,Gerald Levert,US,North America,ee63ee4c-74b7-43ee-8da9-1ff81bc17347,Ken Dawg,US,North America,1,1998
89933299-e8e8-475d-9ff4-100accfcb298,Layzie Bone,US,North America,ee63ee4c-74b7-43ee-8da9-1ff81bc17347,Ken Dawg,US,North America,1,1998
9363bf34-2bc4-471e-b6c9-9e8aac379551,Gerald Levert,US,North America,db76c5ca-d555-4f09-b1db-baa1b713d875,Mary J. Blige,US,North America,1,1998
467de7ea-1c01-4be7-95bd-490137ce13de,Ámokfutók,HU,Europe,87dde485-b171-4b62-8a83-42f8495ee739,Bestiák,HU,Europe,1,1998
0c0ff6da-b4eb-4edb-ba38-1c76ae189650,Thomas D,DE,Europe,e4d32f51-bc57-42a4-8165-b80f7a86496d,Nina Hagen,DE,Europe,2,1998
02db0d07-0e75-4b88-adfe-6c89c888939f,Siobhán McCarthy,IE,Europe,8611a977-1f16-43fd-b2a3-4b845709f87b,Jenny Galloway,GB,Europe,3,1999
02db0d07-0e75-4b88-adfe-6c89c888939f,Siobhán McCarthy,IE,Europe,15a86867-ff15-4fd3-96f6-444e87ad44f5,Louise Plowright,GB,Europe,3,1999
15a86867-ff15-4fd3-96f6-444e87ad44f5,Louise Plowright,GB,Europe,8611a977-1f16-43fd-b2a3-4b845709f87b,Jenny Galloway,GB,Europe,3,1999
a796b92e-c137-4895-9c89-10f900617a4f,Destiny’s Child,US,North America,f1ec6dd2-2509-46d9-a2b9-b5d4f939e02c,Mocha,US,North America,1,1999
1c9d555e-d20a-46d9-93a3-bf7e0d263ece,James Ingram,US,North America,f597eafc-4dc5-4bc4-a019-a5035a3c8502,Nancy Wilson,US,North America,1,1999
742ac24e-d1cd-48c5-8a4b-684fd3d84ddb,The Fireballs,US,North America,edca23fa-0894-41e4-ae08-c19bb87a3c6b,Jimmy Gilmer,US,North America,1,1963
bccd8e62-7bec-4e81-8983-bafe36fb1580,Kosmonova,DE,Europe,d80d2114-f635-4fa2-a946-bc864eafc068,Mike Brings,DE,Europe,2,1999
a5d79c54-81c3-4a73-af6a-ad5c143d3f21,Chrissie Hynde,US,North America,bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,US,North America,2,1999
527c65d1-9fdb-4482-8796-dde2980bd63a,Neneh Cherry,SE,Europe,bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,US,North America,2,1999
618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,GB,Europe,bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,US,North America,2,1999
527c65d1-9fdb-4482-8796-dde2980bd63a,Neneh Cherry,SE,Europe,a5d79c54-81c3-4a73-af6a-ad5c143d3f21,Chrissie Hynde,US,North America,2,1999
618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,GB,Europe,a5d79c54-81c3-4a73-af6a-ad5c143d3f21,Chrissie Hynde,US,North America,2,1999
527c65d1-9fdb-4482-8796-dde2980bd63a,Neneh Cherry,SE,Europe,618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,GB,Europe,2,1999
138fe36a-0888-40d2-9390-3d9be0d74f07,Camilo Sesto,ES,Europe,aa779ec8-ee5c-4259-a8cc-b50714689b8c,Audrey Landers,US,North America,2,1984
6dd619be-5209-4849-9084-caf018ad706a,Andrew Langtree,GB,Europe,7174db41-d6d6-4b1d-a4f5-6447d05584a7,Lisa Stokke,NO,Europe,1,1999
